features,TCGA-COAD;Training;concordance_index,TCGA-COAD;Validation;concordance_index,TCGA-COAD;Filtration;concordance_index,k
PBX4,0.5037357451828549,0.6061074603788171,0.6407689227072487,1
ZNF341,0.5029492725127802,0.49052957093158095,0.5542651181417702,1
HDAC2,0.5025560361777428,0.4866640896791651,0.5891069283139768,1
CHD7,0.5025560361777428,0.4568998840355624,0.486183420104125,1
CBFB,0.5025560361777428,0.4252029377657519,0.4036844213055667,1
HSF1,0.5025560361777428,0.5879396984924623,0.5566680016019223,1
TCF7L2,0.5021627998427055,0.5334364128333977,0.6223468161794153,1
STAT5A,0.5017695635076681,0.509470429068419,0.5746896275530636,1
ZNF580,0.5017695635076681,0.6072671047545419,0.5947136563876652,1
ITGB5,0.5013763271726307,0.534209509083881,0.4689627553063677,1
MBD4,0.5013763271726307,0.5655199072284499,0.4689627553063677,1
ZNF467,0.5009830908375934,0.5632006184770004,0.5750901081297557,1
NFKB1,0.5009830908375934,0.33552377270970235,0.512615138165799,1
NFE2L1,0.5009830908375934,0.4634712021646695,0.4717661193432118,1
MTA1,0.5009830908375934,0.3969849246231156,0.3792551061273528,1
STAT2,0.5001966181675187,0.4785465790490916,0.5826992390869042,1
PGR,0.4998033818324813,0.5461925009663703,0.4775730877052463,1
ERG,0.499410145497444,0.5481252415925782,0.4913896676011214,1
hsa-miR-199b-3p|0,0.4990169091624066,0.4804793196752996,0.5702843412094514,1
ITGA2,0.4990169091624066,0.3478933127174333,0.4481377653183821,1
SDC1,0.4990169091624066,0.5226130653266332,0.5322386864237084,1
LAMC2,0.4990169091624066,0.4286818708929261,0.4144973968762515,1
MEIS1,0.4982304364923319,0.5655199072284499,0.5158189827793352,1
CBX7,0.4982304364923319,0.5554696559721686,0.6247496996395675,1
ITGA10,0.4982304364923319,0.4511016621569385,0.4048858630356428,1
hsa-miR-199a-3p|0,0.4974439638222572,0.480092771550058,0.5698838606327593,1
DEK,0.4974439638222572,0.5110166215693854,0.4489387264717661,1
ITGB1,0.4970507274872199,0.4367993815229996,0.4589507408890669,1
TWIST2,0.4962642548171451,0.40974101275608815,0.5342410893071686,1
FOXO3,0.4962642548171451,0.5183610359489756,0.5370444533440129,1
COMP,0.4958710184821077,0.4855044453034403,0.5967160592711254,1
ITGB6,0.4954777821470704,0.4456899884035562,0.4108930716860232,1
ARID1A,0.495084545812033,0.4742945496714341,0.4325190228273929,1
ZBTB48,0.4946913094769957,0.3498260533436413,0.3992791349619543,1
ELF3,0.4946913094769957,0.4700425202937766,0.5855026031237485,1
INO80,0.4946913094769957,0.5345960572091225,0.4957949539447337,1
SP1,0.4946913094769957,0.5299574797062234,0.5638766519823789,1
TCF7L1,0.4942980731419584,0.6293003478933127,0.5867040448538245,1
PRMT1,0.4942980731419584,0.5431001159644375,0.5146175410492592,1
BRD7,0.4942980731419584,0.4897564746810978,0.4581497797356828,1
CHD1,0.4939048368069209,0.6169308078855817,0.5486583900680817,1
ID1,0.4939048368069209,0.500966370313104,0.4901882258710453,1
MYH11,0.4935116004718836,0.5589485890993429,0.4829795754905887,1
ARID4B,0.4935116004718836,0.519907228449942,0.4621545855026031,1
SKI,0.4927251278018089,0.5303440278314651,0.579094913896676,1
TNXB,0.4919386551317342,0.5461925009663703,0.5114136964357229,1
EBF1,0.4919386551317342,0.559721685349826,0.5106127352823389,1
LYL1,0.4915454187966968,0.4967143409354465,0.5518622346816179,1
NR3C1,0.4915454187966968,0.4897564746810978,0.4717661193432118,1
ELK3,0.4907589461266221,0.5102435253189022,0.4981978374048859,1
SPIB,0.4907589461266221,0.5749903362968689,0.5454545454545454,1
PBX3,0.4903657097915847,0.532276768457673,0.4969963956748098,1
COL6A3,0.4899724734565474,0.4634712021646695,0.4973968762515018,1
SMC3,0.48957923712150997,0.4433706996521067,0.5510612735282339,1
LAMC1,0.48957923712150997,0.5025125628140703,0.4845814977973568,1
RUNX1,0.48957923712150997,0.4480092771550058,0.5694833800560672,1
ASF1A,0.4891860007864727,0.4986470815616544,0.6391670004004806,1
CBX6,0.4883995281163979,0.4897564746810978,0.5818982779335202,1
CCNT2,0.4876130554463232,0.544646308465404,0.5254305166199439,1
ZNF121,0.4868265827762485,0.44530344027831453,0.4773728474169003,1
ZEB2,0.4864333464412112,0.4611519134132199,0.5074088906688026,1
BCL6B,0.4864333464412112,0.5554696559721686,0.5366439727673208,1
ELL2,0.4864333464412112,0.6045612678778508,0.5714857829395275,1
KLF8,0.4856468737711365,0.4982605334364129,0.5602723267921506,1
ITGAV,0.4856468737711365,0.4023965983764979,0.3912695234281137,1
AFF1,0.4856468737711365,0.4012369540007731,0.4008810572687225,1
MZF1,0.4856468737711365,0.4275222265172014,0.3888666399679616,1
KLF13,0.4848604011010617,0.5581754928488597,0.5278334000800962,1
XRCC5,0.48407392843098707,0.4920757634325473,0.5911093311974369,1
GLIS2,0.48407392843098707,0.4882102821801314,0.5514617541049259,1
FGFR1,0.48407392843098707,0.4897564746810978,0.5106127352823389,1
ITGB8,0.48407392843098707,0.40278314650173946,0.4309171005206248,1
PRDM1,0.482894219425875,0.4634712021646695,0.47376852222667204,1
ZBTB26,0.482894219425875,0.4518747584074218,0.4709651581898278,1
HNRNPK,0.4825009830908376,0.5431001159644375,0.6039247096515818,1
MYRF,0.4821077467558002,0.4240432933900271,0.4521425710853024,1
MTA3,0.4817145104207629,0.4936219559335137,0.4801762114537445,1
CREB1,0.4817145104207629,0.4518747584074218,0.4361233480176212,1
MYNN,0.4817145104207629,0.4290684190181678,0.5939126952342811,1
MAF,0.4813212740857255,0.4700425202937766,0.4797757308770525,1
ARID1B,0.4805348014156508,0.5400077309625049,0.46055266319583504,1
CDX2,0.4805348014156508,0.5280247390800155,0.4881858229875851,1
ZNF512B,0.4797483287455761,0.5465790490916119,0.6071285542651181,1
HIC1,0.4793550924105388,0.5253189022033243,0.5514617541049259,1
INTS3,0.4789618560755014,0.6095863935059915,0.6495794953944733,1
SP2,0.477388910735352,0.49903362968689596,0.4657589106928314,1
NELFE,0.4769956744003146,0.4105141090065713,0.44453344012815377,1
RCOR1,0.4762092017302399,0.49052957093158095,0.4789747697236684,1
TGIF2,0.4746362563900904,0.5365287978353305,0.4857829395274329,1
CXXC1,0.4734565473849784,0.4348666408967917,0.4857829395274329,1
LAMA3,0.4734565473849784,0.4634712021646695,0.4012815378454145,1
CREBBP,0.4722768383798663,0.5214534209509084,0.5202242691229475,1
NFRKB,0.4718836020448289,0.5458059528411288,0.5786944333199839,1
LAMA4,0.4707038930397169,0.5558562040974101,0.4761714056868242,1
ZHX2,0.4707038930397169,0.5620409741012756,0.4429315178213857,1
CBFA2T2,0.4703106567046795,0.471588712794743,0.5182218662394874,1
PBX1,0.4695241840346048,0.551217626594511,0.5014016820184221,1
ZNF687,0.4683444750294927,0.5423270197139544,0.499799759711654,1
RFXANK,0.4671647660243807,0.4139930421337457,0.4052863436123348,1
MAZ,0.4667715296893433,0.500966370313104,0.4985983179815779,1
CENPA,0.4663782933543059,0.4963277928102049,0.5734881858229876,1
RELN,0.4659850570192686,0.4818322381136452,0.41389667601121344,1
AFF4,0.4648053480141565,0.37379203710861997,0.4064877853424109,1
HSPG2,0.4644121116791192,0.4947816003092385,0.5442531037244693,1
CEBPG,0.4640188753440818,0.492462311557789,0.6347617140568682,1
TAL1,0.4636256390090444,0.5852338616157712,0.5302362835402483,1
PMEPA1,0.460872984663783,0.4580595284112872,0.5230276331597917,1
ITGB3,0.4604797483287456,0.4947816003092385,0.4785742891469764,1
SSU72,0.4600865119937082,0.4619250096637032,0.4829795754905887,1
SUMO2,0.4596932756586709,0.5554696559721686,0.5915098117741291,1
DIDO1,0.4596932756586709,0.5040587553150367,0.5430516619943933,1
CDK9,0.4545812033031852,0.4650173946656359,0.3500200240288346,1
ARNT,0.4541879669681478,0.4932354078082721,0.4849819783740489,1
NOTCH1,0.4537947306331105,0.5674526478546579,0.5334401281537845,1
ZBTB2,0.4537947306331105,0.4483958252802474,0.5851021225470565,1
REL,0.4522217852929611,0.517974487823734,0.4713656387665198,1
USF2,0.45104207628784904,0.4901430228063394,0.3888666399679616,1
ZEB1,0.4482894219425875,0.49903362968689596,0.4433319983980777,1
TAF7,0.4467164766024381,0.5415539234634712,0.513015618742491,1
PBXIP1,0.4467164766024381,0.6246617703904136,0.5078093712454946,1
FOXO1,0.4467164766024381,0.4758407421724005,0.4173007609130957,1
MEF2D,0.4463232402674007,0.5848473134905295,0.5170204245094113,1
ZFP69B,0.44396382225717657,0.40858136838036335,0.527032438926712,1
RUNX1T1,0.4435705859221392,0.507537688442211,0.5062074489387265,1
NR2F6,0.44317734958710187,0.44878237340548904,0.5606728073688426,1
PALB2,0.44199764058198976,0.4391186702744492,0.34241089307168604,1
ETV1,0.4388517499016909,0.5550831078469269,0.4325190228273929,1
NRF1,0.4349193865513173,0.5241592578275995,0.5694833800560672,1
TCF4,0.43295320487613054,0.509470429068419,0.4629555466559872,1
SIRT1,0.4286276051907196,0.4824120603015075,0.6431718061674009,1
ZNF549,0.4022807707432167,0.32006184770003865,0.5758910692831398,1
