features,GSE12093;TPR,GSE12093;TNR,GSE12093;min_TPR_TNR,GSE1456;TPR,GSE1456;TNR,GSE1456;min_TPR_TNR,GSE17705;TPR,GSE17705;TNR,GSE17705;min_TPR_TNR,GSE3494;TPR,GSE3494;TNR,GSE3494;min_TPR_TNR,GSE6532;TPR,GSE6532;TNR,GSE6532;min_TPR_TNR,C,n,k
TRIP13;HSPD1;RACGAP1;TOP2A;CCNB2;SMC4;RALA;KIF20A;TOMM70,0.6666666666666666,0.696969696969697,0.6666666666666666,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.6538461538461539,0.7666666666666667,0.6538461538461539,0.7272727272727273,0.7857142857142857,0.7272727272727273,0.8,0.6938775510204082,0.6938775510204082,4.0,13,9
